EmployeeID,Age,Department,JobRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,YearsAtCompany,EducationField,PerformanceRating,NumCompaniesWorked,DistanceFromHome,Attrition
660,52,Sales,Laboratory Technician,15865,3,1,Yes,16,Technical Degree,3,2,2,Yes
661,42,Sales,Manufacturing Director,11181,1,4,Yes,2,Marketing,3,4,3,Yes
662,25,Research & Development,Research Scientist,66997,2,1,No,15,Technical Degree,1,9,13,Yes
663,37,Human Resources,Manager,14346,3,1,No,0,Other,3,6,8,Yes
664,55,Sales,Manager,73384,1,4,No,2,Technical Degree,2,4,23,No
665,59,Sales,Laboratory Technician,15235,4,2,Yes,1,Life Sciences,3,3,20,Yes
666,37,Sales,Human Resources,78444,1,3,No,12,Marketing,1,4,29,No
667,55,Research & Development,Laboratory Technician,71485,2,2,Yes,0,Other,2,5,13,Yes
668,42,Research & Development,Human Resources,67060,1,3,No,2,Other,2,0,8,No
669,50,Human Resources,Research Scientist,15544,2,4,No,16,Medical,4,7,26,Yes
670,33,Research & Development,Human Resources,26482,3,2,No,3,Medical,1,3,22,No
671,40,Research & Development,Sales Executive,73037,2,2,Yes,8,Other,2,5,17,Yes
672,51,Research & Development,Manufacturing Director,71893,2,4,No,7,Life Sciences,4,1,29,No
673,55,Research & Development,Research Scientist,41953,1,4,No,10,Marketing,2,1,8,No
674,20,Research & Development,Research Scientist,74262,4,1,Yes,11,Medical,3,6,13,Yes
675,27,Sales,Laboratory Technician,48937,2,2,Yes,13,Marketing,3,4,24,Yes
676,32,Human Resources,Research Scientist,64065,3,2,Yes,18,Life Sciences,3,0,11,Yes
677,55,Sales,Manager,23769,3,2,No,9,Medical,4,2,21,Yes
678,42,Sales,Manager,19264,4,4,Yes,1,Other,1,4,6,Yes
679,37,Sales,Laboratory Technician,61153,2,2,Yes,13,Marketing,2,2,23,Yes
680,37,Research & Development,Human Resources,57360,3,4,No,10,Life Sciences,2,6,26,No
681,33,Sales,Human Resources,50310,3,4,No,7,Medical,2,4,19,No
682,53,Sales,Research Scientist,32740,3,3,Yes,12,Life Sciences,2,4,22,No
683,23,Sales,Research Scientist,10019,1,2,No,6,Other,2,1,11,Yes
684,49,Research & Development,Research Scientist,32237,4,2,No,0,Marketing,3,1,19,No
685,43,Research & Development,Human Resources,37506,1,3,No,5,Life Sciences,3,3,10,No
686,53,Sales,Sales Executive,68937,4,2,Yes,12,Life Sciences,4,8,14,Yes
687,48,Research & Development,Manager,24016,2,2,Yes,5,Other,3,7,6,Yes
688,53,Sales,Laboratory Technician,31719,2,1,Yes,1,Marketing,2,7,13,Yes
689,20,Research & Development,Sales Executive,68325,1,1,No,6,Other,2,6,16,Yes
690,36,Human Resources,Laboratory Technician,51910,4,1,No,0,Medical,2,3,3,No
691,22,Sales,Sales Executive,58590,4,4,No,9,Medical,4,6,20,No
692,29,Research & Development,Laboratory Technician,75444,2,1,No,9,Other,3,8,2,Yes
693,50,Sales,Human Resources,78171,1,2,No,1,Marketing,2,1,25,Yes
694,30,Sales,Research Scientist,45824,4,2,No,18,Life Sciences,1,2,19,No
695,44,Sales,Sales Executive,42253,4,1,Yes,17,Other,2,6,9,Yes
696,28,Sales,Laboratory Technician,76385,3,2,Yes,14,Medical,2,0,21,Yes
697,33,Human Resources,Human Resources,24323,3,1,No,6,Medical,3,7,16,No
698,49,Sales,Manager,73689,2,4,No,13,Technical Degree,2,3,16,No
699,56,Research & Development,Laboratory Technician,17686,3,1,Yes,12,Marketing,4,8,14,Yes
700,36,Human Resources,Manager,16744,4,2,No,12,Life Sciences,3,5,28,Yes
701,57,Research & Development,Research Scientist,51380,4,4,No,15,Other,1,4,21,No
702,21,Sales,Manager,18305,4,1,No,0,Other,2,2,29,Yes
703,51,Research & Development,Laboratory Technician,64898,4,1,No,2,Other,1,5,15,No
704,34,Research & Development,Manufacturing Director,47804,2,1,Yes,17,Medical,1,0,15,Yes
705,27,Research & Development,Manufacturing Director,37530,1,1,No,18,Technical Degree,3,3,5,Yes
706,54,Research & Development,Manufacturing Director,51691,1,4,No,4,Marketing,4,8,4,No
707,50,Research & Development,Manufacturing Director,13316,4,4,No,8,Medical,4,0,6,No
708,59,Human Resources,Human Resources,64193,4,2,No,2,Medical,1,9,22,No
709,21,Research & Development,Sales Executive,37459,3,3,Yes,7,Technical Degree,2,1,10,No
710,57,Research & Development,Manager,18848,4,2,No,7,Technical Degree,1,7,20,No
711,30,Sales,Laboratory Technician,73838,2,1,No,1,Technical Degree,2,2,15,Yes
712,50,Human Resources,Research Scientist,24384,4,3,No,14,Life Sciences,1,8,18,No
713,47,Human Resources,Research Scientist,31627,2,4,Yes,13,Medical,2,4,4,Yes
714,57,Human Resources,Manager,21491,3,4,No,13,Life Sciences,1,5,12,No
715,46,Research & Development,Research Scientist,70693,3,3,No,17,Marketing,1,4,14,No
716,56,Research & Development,Research Scientist,23481,4,1,No,11,Technical Degree,3,1,9,No
717,20,Human Resources,Laboratory Technician,58011,2,2,No,19,Technical Degree,2,6,6,Yes
718,57,Human Resources,Human Resources,13583,3,2,No,13,Other,4,3,24,Yes
719,51,Research & Development,Sales Executive,24128,4,2,No,16,Medical,3,5,6,No
720,18,Research & Development,Manager,79961,3,4,Yes,0,Technical Degree,3,2,22,Yes
721,54,Sales,Human Resources,34582,1,3,No,11,Other,2,9,7,No
722,55,Human Resources,Manager,29005,2,2,Yes,13,Technical Degree,1,4,3,Yes
723,20,Human Resources,Laboratory Technician,48867,2,3,No,12,Life Sciences,3,6,2,No
724,26,Research & Development,Human Resources,72235,4,1,No,11,Technical Degree,2,3,13,No
725,31,Sales,Laboratory Technician,12135,4,4,Yes,19,Life Sciences,2,0,6,Yes
726,57,Research & Development,Research Scientist,62640,3,2,Yes,5,Marketing,4,1,1,Yes
727,39,Research & Development,Manager,38359,2,3,No,19,Life Sciences,3,5,29,No
728,19,Sales,Research Scientist,44095,2,1,No,18,Other,3,0,21,Yes
729,38,Sales,Manufacturing Director,41363,4,2,Yes,0,Life Sciences,3,3,10,Yes
730,49,Research & Development,Human Resources,75095,3,4,No,0,Medical,3,8,17,No
731,57,Research & Development,Human Resources,63887,3,2,Yes,0,Other,1,2,9,Yes
732,51,Sales,Sales Executive,22633,1,3,No,6,Technical Degree,3,2,13,Yes
733,32,Human Resources,Research Scientist,16418,4,2,Yes,7,Other,3,0,9,Yes
734,30,Sales,Sales Executive,43719,1,4,No,0,Marketing,2,0,18,No
735,42,Sales,Laboratory Technician,43051,2,4,No,2,Medical,1,8,29,No
736,39,Research & Development,Human Resources,27784,2,3,Yes,4,Marketing,1,2,17,Yes
737,35,Sales,Manufacturing Director,72134,4,1,No,5,Medical,4,0,26,No
738,27,Sales,Human Resources,53044,3,2,No,1,Other,4,8,1,No
739,46,Human Resources,Laboratory Technician,21883,2,3,No,13,Marketing,1,2,16,Yes
740,52,Research & Development,Manufacturing Director,43055,3,3,No,1,Marketing,1,5,25,No
741,30,Research & Development,Sales Executive,50368,2,4,No,6,Technical Degree,3,1,1,No
742,27,Research & Development,Laboratory Technician,21350,1,4,Yes,4,Medical,4,6,4,Yes
743,53,Research & Development,Manager,34980,3,3,No,13,Marketing,2,4,17,No
744,39,Sales,Manager,60161,2,4,No,19,Medical,1,1,18,No
745,25,Research & Development,Sales Executive,18340,2,1,No,7,Medical,1,2,10,Yes
746,27,Research & Development,Human Resources,56046,1,4,Yes,11,Technical Degree,4,5,25,Yes
747,47,Sales,Manufacturing Director,39210,2,1,No,3,Medical,3,2,1,Yes
748,30,Sales,Research Scientist,23562,2,4,No,16,Technical Degree,2,4,18,Yes
749,23,Sales,Laboratory Technician,18150,4,3,No,3,Medical,1,4,14,No
750,57,Sales,Sales Executive,13426,3,3,No,12,Technical Degree,2,2,1,No
751,26,Human Resources,Human Resources,31234,4,4,No,16,Medical,3,1,6,No
752,55,Human Resources,Sales Executive,65979,2,1,No,16,Marketing,4,7,13,Yes
753,55,Research & Development,Manufacturing Director,75540,4,3,No,3,Medical,3,1,16,No
754,59,Research & Development,Manager,11474,2,2,No,10,Marketing,1,2,6,Yes
755,27,Sales,Research Scientist,43021,4,3,No,16,Medical,2,3,5,No
756,54,Sales,Human Resources,41137,1,4,No,10,Medical,4,9,9,No
757,24,Research & Development,Sales Executive,28492,3,4,No,9,Other,4,0,14,No
758,39,Sales,Research Scientist,57250,3,2,No,18,Life Sciences,2,4,27,No
759,19,Research & Development,Laboratory Technician,68133,3,1,Yes,7,Other,1,0,6,Yes
760,24,Sales,Laboratory Technician,79384,1,1,No,1,Technical Degree,2,4,20,Yes
761,20,Research & Development,Manufacturing Director,29136,4,1,No,6,Medical,1,3,2,No
762,51,Research & Development,Manufacturing Director,40751,2,4,No,4,Technical Degree,3,8,16,No
763,54,Research & Development,Laboratory Technician,49060,1,2,No,1,Other,1,2,5,Yes
764,47,Sales,Research Scientist,11548,4,1,Yes,14,Marketing,3,8,3,Yes
765,42,Research & Development,Manufacturing Director,55774,3,1,No,2,Marketing,2,8,1,No
766,36,Research & Development,Sales Executive,72029,1,2,No,3,Other,4,4,19,Yes
767,54,Research & Development,Manufacturing Director,10438,3,2,No,18,Other,1,0,13,No
768,20,Research & Development,Laboratory Technician,67485,4,3,No,9,Life Sciences,1,7,19,No
769,27,Research & Development,Human Resources,61958,2,1,Yes,0,Other,2,1,17,Yes
770,53,Human Resources,Research Scientist,77350,3,2,Yes,5,Technical Degree,2,0,2,Yes
771,58,Research & Development,Sales Executive,61732,4,1,No,11,Technical Degree,4,6,24,No
772,35,Sales,Manufacturing Director,18489,2,2,No,4,Life Sciences,1,6,25,Yes
773,54,Research & Development,Research Scientist,55621,1,2,No,17,Life Sciences,3,5,27,Yes
774,46,Research & Development,Manufacturing Director,48867,3,4,Yes,6,Other,1,8,20,No
775,37,Human Resources,Human Resources,61930,4,3,No,0,Medical,2,6,28,No
776,20,Research & Development,Research Scientist,71372,1,1,Yes,15,Other,4,1,11,Yes
777,18,Research & Development,Manager,38790,4,1,No,4,Life Sciences,3,8,17,No
778,49,Sales,Manager,36736,3,3,No,10,Technical Degree,4,4,20,No
779,21,Sales,Human Resources,63877,1,3,No,13,Marketing,2,9,26,No
780,28,Research & Development,Manufacturing Director,32103,4,4,No,11,Technical Degree,1,0,1,No
781,53,Sales,Research Scientist,33737,4,4,Yes,19,Marketing,4,4,18,No
782,25,Research & Development,Sales Executive,70022,3,3,Yes,6,Life Sciences,4,1,5,No
783,26,Research & Development,Human Resources,72636,1,2,No,14,Technical Degree,1,5,1,Yes
784,46,Research & Development,Sales Executive,26486,4,3,No,4,Medical,2,0,2,No
785,55,Research & Development,Manufacturing Director,30979,1,3,No,18,Marketing,2,6,7,No
786,41,Sales,Laboratory Technician,10428,3,3,Yes,1,Medical,1,2,22,Yes
787,24,Human Resources,Research Scientist,65081,3,4,No,6,Technical Degree,4,4,27,No
788,28,Research & Development,Laboratory Technician,20102,3,2,No,17,Other,4,6,19,No
789,23,Research & Development,Manufacturing Director,43913,4,3,Yes,15,Marketing,4,4,29,No
790,39,Sales,Research Scientist,70728,4,3,Yes,6,Life Sciences,3,1,15,No
791,47,Sales,Manufacturing Director,51129,4,4,No,9,Medical,3,3,23,No
792,34,Research & Development,Manufacturing Director,24411,4,1,No,7,Medical,4,7,5,No
793,30,Research & Development,Human Resources,79898,2,4,No,11,Technical Degree,4,0,15,No
794,44,Research & Development,Manager,39084,1,3,Yes,11,Life Sciences,4,8,9,Yes
795,54,Sales,Research Scientist,64554,3,3,No,14,Technical Degree,4,6,23,No
796,37,Sales,Human Resources,26119,4,2,No,5,Marketing,3,7,18,No
797,57,Research & Development,Research Scientist,46420,2,1,Yes,13,Life Sciences,2,9,23,Yes
798,37,Sales,Manufacturing Director,15809,3,1,Yes,5,Marketing,4,0,1,Yes
799,22,Human Resources,Research Scientist,28491,3,3,No,15,Life Sciences,2,7,12,No
800,54,Research & Development,Research Scientist,29190,4,1,No,14,Life Sciences,4,7,16,No
801,27,Sales,Research Scientist,64637,4,4,No,1,Other,1,0,6,No
802,31,Sales,Laboratory Technician,38561,2,4,No,19,Medical,4,5,19,No
803,39,Research & Development,Research Scientist,22247,1,4,No,1,Marketing,3,9,21,Yes
804,35,Sales,Laboratory Technician,13409,2,4,Yes,1,Marketing,2,1,2,Yes
805,48,Research & Development,Manager,65478,2,1,No,14,Medical,2,3,20,Yes
806,59,Human Resources,Human Resources,68527,4,1,Yes,1,Medical,1,9,25,Yes
807,21,Research & Development,Sales Executive,59396,1,2,No,15,Other,2,3,18,Yes
808,29,Research & Development,Sales Executive,39289,3,4,Yes,12,Marketing,3,3,26,No
809,42,Research & Development,Manager,76304,3,2,No,11,Life Sciences,1,9,27,No
810,45,Human Resources,Manager,64183,4,3,No,10,Other,3,7,29,No
811,22,Research & Development,Manufacturing Director,28454,1,2,Yes,11,Marketing,2,1,23,Yes
812,55,Research & Development,Human Resources,31978,4,2,No,13,Medical,3,8,12,No
813,22,Sales,Human Resources,66272,1,4,No,16,Medical,4,8,29,No
814,40,Sales,Sales Executive,21010,4,3,No,9,Life Sciences,4,3,14,No
815,48,Sales,Human Resources,59885,2,4,Yes,17,Medical,3,1,19,Yes
816,49,Human Resources,Manager,59363,2,2,Yes,11,Life Sciences,2,9,16,Yes
817,32,Sales,Manager,66231,1,2,No,0,Marketing,1,1,23,Yes
818,25,Human Resources,Laboratory Technician,16029,1,4,No,4,Medical,4,4,16,Yes
819,19,Sales,Sales Executive,16000,4,1,Yes,3,Marketing,1,0,14,Yes
820,32,Research & Development,Human Resources,20256,2,1,No,5,Life Sciences,1,8,8,Yes
821,59,Research & Development,Research Scientist,17024,1,4,No,13,Medical,3,2,29,Yes
822,21,Research & Development,Research Scientist,70636,1,1,No,13,Other,1,6,11,Yes
823,25,Sales,Sales Executive,12295,3,2,No,11,Life Sciences,3,6,27,Yes
824,55,Research & Development,Sales Executive,43578,4,4,No,9,Medical,1,7,16,No
825,21,Human Resources,Human Resources,33251,4,4,No,2,Medical,3,3,28,No
826,19,Sales,Laboratory Technician,45089,3,2,Yes,18,Other,1,1,5,Yes
827,38,Sales,Sales Executive,70596,4,4,No,1,Other,2,8,7,No
828,28,Research & Development,Manager,55655,1,4,No,13,Marketing,3,5,24,No
829,53,Sales,Research Scientist,50370,1,3,No,16,Technical Degree,4,0,16,No
830,37,Sales,Manufacturing Director,71908,2,3,No,5,Life Sciences,2,6,24,No
831,20,Sales,Sales Executive,45700,2,3,No,12,Other,3,6,22,No
832,37,Sales,Laboratory Technician,30891,4,3,No,2,Life Sciences,4,1,5,No
833,49,Sales,Manufacturing Director,68673,4,4,Yes,13,Medical,1,4,9,No
834,23,Sales,Manager,13283,2,3,No,4,Life Sciences,1,5,13,Yes
835,58,Research & Development,Human Resources,29640,2,3,Yes,12,Marketing,1,4,3,Yes
836,27,Research & Development,Research Scientist,65007,2,2,No,19,Other,2,1,12,Yes
837,53,Sales,Manager,18142,2,4,No,18,Technical Degree,4,2,25,Yes
838,49,Research & Development,Manufacturing Director,13456,1,4,No,19,Medical,4,1,7,Yes
839,19,Sales,Research Scientist,31011,3,3,No,19,Marketing,2,0,21,No
840,47,Research & Development,Research Scientist,54105,4,1,No,7,Other,4,0,16,No
841,32,Sales,Sales Executive,32958,3,2,No,11,Other,3,7,10,No
842,47,Research & Development,Manufacturing Director,37963,4,2,Yes,12,Medical,2,3,10,Yes
843,32,Research & Development,Sales Executive,60252,3,2,No,14,Other,3,6,22,No
844,50,Human Resources,Human Resources,68561,2,4,Yes,0,Technical Degree,1,9,14,Yes
845,26,Sales,Laboratory Technician,40361,1,2,No,11,Other,3,3,21,Yes
846,42,Sales,Human Resources,70441,3,1,No,7,Medical,3,7,26,No
847,22,Human Resources,Sales Executive,18102,1,3,No,5,Medical,1,0,23,Yes
848,38,Sales,Laboratory Technician,15286,2,4,No,19,Marketing,1,1,6,Yes
849,27,Human Resources,Sales Executive,54051,3,1,No,13,Technical Degree,2,7,25,No
850,29,Research & Development,Human Resources,29006,2,4,No,8,Medical,4,1,2,No
851,31,Sales,Research Scientist,66307,2,1,Yes,3,Marketing,3,3,27,Yes
852,48,Research & Development,Human Resources,25973,4,2,No,13,Other,4,2,1,No
853,33,Sales,Human Resources,39638,4,3,Yes,18,Life Sciences,1,5,4,No
854,44,Research & Development,Manager,12437,1,2,No,9,Marketing,4,3,4,Yes
855,45,Research & Development,Manager,40165,2,3,No,11,Life Sciences,1,9,24,No
856,24,Sales,Manufacturing Director,34866,2,2,No,11,Other,3,8,4,Yes
857,32,Research & Development,Manager,77462,1,4,No,6,Medical,3,2,15,No
858,25,Research & Development,Laboratory Technician,15437,4,1,Yes,6,Life Sciences,3,1,3,Yes
859,30,Research & Development,Laboratory Technician,23650,2,3,No,2,Life Sciences,2,6,23,Yes
860,37,Sales,Manager,59768,3,4,No,18,Other,2,2,3,No
861,40,Research & Development,Laboratory Technician,10400,1,3,Yes,13,Technical Degree,4,3,1,Yes
862,41,Research & Development,Manufacturing Director,71271,2,2,Yes,12,Technical Degree,4,4,24,Yes
863,55,Sales,Manufacturing Director,23460,4,1,Yes,15,Marketing,1,7,1,Yes
864,41,Human Resources,Manufacturing Director,56278,3,4,No,3,Other,3,9,7,No
865,24,Research & Development,Human Resources,46411,3,2,No,14,Medical,1,9,5,No
866,47,Sales,Sales Executive,71501,3,1,No,3,Life Sciences,2,1,14,No
867,25,Sales,Laboratory Technician,14194,2,2,No,12,Medical,3,8,12,Yes
868,45,Sales,Manager,41435,2,3,Yes,5,Medical,1,1,7,Yes
869,55,Research & Development,Human Resources,59266,3,2,No,17,Technical Degree,2,8,29,No
870,30,Human Resources,Laboratory Technician,71127,1,4,Yes,15,Other,2,4,1,Yes
871,54,Human Resources,Sales Executive,11864,1,3,Yes,19,Other,2,2,1,Yes
872,59,Research & Development,Manager,77587,3,1,Yes,11,Technical Degree,3,6,7,Yes
873,43,Sales,Laboratory Technician,51665,2,2,No,4,Other,1,9,20,Yes
874,46,Research & Development,Sales Executive,47012,2,1,Yes,11,Marketing,2,6,28,Yes
875,49,Research & Development,Research Scientist,15890,2,4,Yes,0,Technical Degree,1,7,28,Yes
876,33,Sales,Manager,39737,3,4,Yes,16,Marketing,1,0,28,No
877,19,Sales,Laboratory Technician,32866,1,2,No,4,Technical Degree,3,1,5,Yes
878,43,Research & Development,Laboratory Technician,73729,3,4,No,2,Other,4,8,12,No
879,49,Sales,Manager,70402,2,4,No,15,Medical,1,4,11,No
880,32,Sales,Sales Executive,34955,1,3,No,1,Technical Degree,1,2,24,Yes
881,23,Research & Development,Laboratory Technician,18195,4,1,No,2,Technical Degree,2,1,17,No
882,32,Research & Development,Manager,64490,4,2,Yes,6,Other,4,0,23,Yes
883,54,Research & Development,Manufacturing Director,35582,4,4,No,17,Medical,3,9,20,No
884,49,Human Resources,Manufacturing Director,46822,3,1,No,13,Life Sciences,3,7,28,No
885,44,Research & Development,Research Scientist,58492,2,3,Yes,1,Life Sciences,3,8,14,Yes
886,37,Research & Development,Sales Executive,70528,3,2,No,15,Life Sciences,3,7,12,No
887,28,Human Resources,Human Resources,19146,4,2,No,0,Other,4,6,16,Yes
888,50,Sales,Laboratory Technician,35179,4,1,No,13,Marketing,3,4,17,No
889,48,Research & Development,Laboratory Technician,46657,2,3,No,13,Technical Degree,3,8,10,No
890,36,Research & Development,Human Resources,53928,4,3,No,17,Life Sciences,2,6,5,No
891,55,Research & Development,Manufacturing Director,11102,4,3,No,14,Other,1,7,24,No
892,43,Sales,Sales Executive,10548,2,4,No,10,Life Sciences,3,1,13,Yes
893,47,Sales,Research Scientist,64640,2,4,Yes,4,Other,2,0,8,Yes
894,24,Research & Development,Manufacturing Director,37658,3,3,No,17,Other,4,3,22,No
895,38,Research & Development,Human Resources,76734,1,4,No,18,Other,4,6,15,No
896,52,Sales,Human Resources,56998,3,4,No,14,Life Sciences,4,5,14,No
897,41,Sales,Manufacturing Director,62474,4,3,Yes,10,Life Sciences,4,5,10,No
898,48,Sales,Laboratory Technician,44617,3,3,No,2,Medical,1,0,8,No
899,59,Research & Development,Manufacturing Director,43075,3,2,No,8,Other,1,2,23,No
900,41,Research & Development,Human Resources,25791,3,2,No,7,Technical Degree,4,9,17,No
901,59,Human Resources,Sales Executive,78240,2,3,No,12,Other,3,3,4,No
902,50,Research & Development,Sales Executive,79557,1,4,Yes,7,Marketing,1,5,15,Yes
903,30,Research & Development,Manufacturing Director,42099,1,4,No,11,Technical Degree,2,3,5,No
904,33,Sales,Sales Executive,66312,4,4,No,10,Technical Degree,3,5,20,No
905,49,Research & Development,Sales Executive,76858,2,3,Yes,15,Life Sciences,1,4,28,Yes
906,57,Research & Development,Manager,46089,2,2,Yes,1,Marketing,3,4,7,Yes
907,44,Sales,Sales Executive,25751,4,2,No,12,Technical Degree,1,5,5,No
908,25,Sales,Manager,63530,1,4,No,13,Medical,4,8,16,No
909,34,Research & Development,Sales Executive,60991,2,3,No,0,Technical Degree,1,4,5,No
910,41,Research & Development,Human Resources,44002,1,1,No,2,Marketing,4,7,29,Yes
911,38,Sales,Sales Executive,21011,3,2,No,18,Life Sciences,2,5,13,No
912,27,Sales,Manufacturing Director,30877,2,1,No,10,Other,3,1,13,Yes
913,36,Sales,Sales Executive,44927,3,2,No,5,Medical,4,5,25,No
914,42,Sales,Manager,46836,3,1,No,12,Life Sciences,1,0,15,No
915,58,Sales,Sales Executive,43151,3,1,Yes,10,Life Sciences,1,6,23,Yes
916,45,Sales,Laboratory Technician,47961,2,1,No,0,Technical Degree,3,2,13,Yes
917,44,Sales,Laboratory Technician,33670,1,2,No,15,Medical,3,9,14,Yes
918,42,Human Resources,Research Scientist,40710,3,2,Yes,2,Life Sciences,2,5,24,Yes
919,51,Human Resources,Manufacturing Director,32852,1,4,Yes,4,Marketing,2,0,14,Yes
920,26,Research & Development,Manager,65035,3,2,No,15,Marketing,2,7,26,No
921,29,Human Resources,Laboratory Technician,11640,3,1,No,4,Other,2,6,9,No
922,44,Human Resources,Sales Executive,36920,2,4,No,10,Technical Degree,2,7,13,No
923,22,Human Resources,Manager,37628,2,2,No,10,Medical,4,2,17,Yes
924,53,Human Resources,Manufacturing Director,41678,4,3,Yes,1,Marketing,1,6,9,No
925,39,Sales,Manufacturing Director,69315,4,3,No,17,Technical Degree,2,9,8,No
926,31,Sales,Manager,46012,2,1,Yes,15,Technical Degree,2,3,15,Yes
927,45,Sales,Manufacturing Director,21750,4,1,Yes,18,Marketing,4,1,1,Yes
928,30,Sales,Sales Executive,65292,2,2,No,5,Technical Degree,1,7,7,Yes
929,52,Research & Development,Human Resources,75090,4,4,Yes,14,Marketing,1,5,27,No
930,45,Sales,Laboratory Technician,34078,1,2,No,0,Marketing,4,6,4,Yes
931,24,Research & Development,Manufacturing Director,56962,1,1,No,0,Marketing,1,5,5,Yes
932,59,Research & Development,Human Resources,38063,3,4,No,18,Other,4,3,29,No
933,38,Sales,Manager,33748,4,3,Yes,12,Medical,4,9,26,No
934,38,Sales,Human Resources,78440,1,2,No,5,Technical Degree,3,4,6,Yes
935,32,Research & Development,Human Resources,50954,4,4,No,17,Marketing,3,4,20,No
936,27,Human Resources,Human Resources,26097,4,3,No,2,Other,2,4,22,No
937,52,Sales,Manager,29922,3,4,Yes,1,Marketing,4,6,17,No
938,26,Research & Development,Human Resources,64714,2,4,No,5,Technical Degree,4,9,27,No
939,31,Human Resources,Sales Executive,37819,3,3,Yes,17,Other,4,7,20,No
940,39,Human Resources,Sales Executive,10293,1,2,No,10,Other,1,9,27,Yes
941,26,Sales,Manager,30990,2,2,No,16,Other,3,1,20,Yes
942,31,Research & Development,Sales Executive,50136,1,4,No,16,Technical Degree,4,8,3,No
943,43,Sales,Manufacturing Director,56399,4,4,No,7,Other,4,9,20,No
944,41,Research & Development,Research Scientist,24251,3,4,No,13,Medical,3,0,12,No
945,25,Human Resources,Research Scientist,31401,4,2,No,6,Technical Degree,4,3,14,No
946,54,Sales,Sales Executive,12563,2,4,No,14,Life Sciences,3,6,12,Yes
947,50,Research & Development,Manager,20891,1,1,Yes,5,Technical Degree,4,9,7,Yes
948,25,Sales,Sales Executive,48178,2,4,Yes,3,Medical,4,6,24,Yes
949,35,Sales,Human Resources,64938,4,4,Yes,13,Medical,3,4,27,No
950,54,Research & Development,Laboratory Technician,18229,1,3,No,9,Life Sciences,1,6,29,Yes
951,30,Sales,Laboratory Technician,35184,1,2,No,18,Medical,2,2,10,Yes
952,48,Human Resources,Laboratory Technician,14000,4,3,Yes,11,Technical Degree,1,5,29,Yes
953,30,Sales,Human Resources,64996,1,2,No,8,Technical Degree,1,5,28,Yes
954,20,Sales,Sales Executive,51315,3,3,No,5,Life Sciences,3,4,21,No
955,34,Sales,Laboratory Technician,15078,4,3,No,6,Life Sciences,4,4,27,No
956,44,Research & Development,Laboratory Technician,23859,1,1,Yes,11,Marketing,2,2,7,Yes
957,56,Human Resources,Laboratory Technician,31708,2,4,No,7,Medical,4,4,27,No
958,23,Human Resources,Laboratory Technician,22778,3,3,No,0,Technical Degree,2,4,9,No
959,30,Research & Development,Manufacturing Director,68004,2,3,No,11,Other,4,2,23,No
960,50,Research & Development,Laboratory Technician,29725,1,2,No,5,Technical Degree,4,8,29,Yes
961,20,Research & Development,Manufacturing Director,33948,4,1,No,15,Medical,4,8,13,No
962,47,Research & Development,Human Resources,71989,2,4,No,1,Marketing,2,9,15,No
963,18,Sales,Manager,65556,2,2,No,18,Marketing,4,5,4,Yes
964,33,Sales,Human Resources,30257,4,1,No,14,Other,3,0,17,No
965,59,Research & Development,Human Resources,32366,4,1,No,9,Life Sciences,3,1,17,No
966,22,Sales,Human Resources,57488,4,4,Yes,3,Marketing,3,5,19,No
967,56,Sales,Research Scientist,25818,2,2,Yes,1,Life Sciences,2,5,1,Yes
968,42,Research & Development,Manager,31270,3,1,No,6,Other,2,3,22,No
969,57,Sales,Manufacturing Director,34164,2,2,No,5,Marketing,2,4,17,Yes
970,30,Research & Development,Manufacturing Director,75046,4,4,No,6,Marketing,3,8,16,No
971,43,Sales,Laboratory Technician,64213,1,1,No,15,Life Sciences,2,0,21,Yes
972,33,Research & Development,Laboratory Technician,12591,2,3,Yes,8,Other,2,5,19,Yes
973,59,Research & Development,Manufacturing Director,65807,1,3,No,13,Other,2,7,13,No
974,57,Sales,Sales Executive,72834,3,3,Yes,18,Marketing,1,9,8,No
975,53,Research & Development,Laboratory Technician,61446,3,4,No,18,Marketing,4,6,16,No
976,45,Research & Development,Manufacturing Director,39267,4,4,No,2,Marketing,2,0,17,No
977,26,Sales,Sales Executive,73394,2,4,No,15,Technical Degree,3,0,24,No
978,20,Sales,Manager,69738,4,4,No,18,Life Sciences,4,6,28,No
979,23,Sales,Sales Executive,78699,1,4,No,8,Marketing,1,0,29,No
980,42,Sales,Sales Executive,28104,4,3,No,5,Life Sciences,4,2,26,No
981,57,Research & Development,Sales Executive,44374,1,4,Yes,14,Technical Degree,2,3,27,Yes
982,38,Research & Development,Research Scientist,47054,3,2,No,4,Life Sciences,4,9,12,No
983,59,Sales,Research Scientist,42115,3,1,Yes,14,Medical,1,2,19,Yes
984,49,Sales,Manager,23800,3,4,Yes,15,Marketing,2,3,19,Yes
985,45,Research & Development,Manufacturing Director,39166,3,2,No,2,Technical Degree,1,0,17,No
986,34,Sales,Research Scientist,42012,2,4,Yes,13,Life Sciences,2,1,19,Yes
987,56,Research & Development,Manager,17080,3,1,No,3,Technical Degree,3,7,12,No
988,45,Human Resources,Sales Executive,28451,1,2,No,17,Medical,2,4,10,Yes
989,46,Sales,Manager,28629,1,3,No,1,Technical Degree,1,5,11,No
990,37,Research & Development,Human Resources,68647,2,1,No,18,Other,1,9,3,Yes
